"","CRC.01.N.RNA","CRC.01.T.RNA","CRC.02.M.RNA","CRC.02.N.RNA","CRC.02.T.RNA","CRC.03.M.RNA","CRC.03.N.RNA","CRC.04.T.RNA","CRC.06.N.RNA","CRC.06.T.RNA","CRC.07.N.RNA","CRC.07.T.RNA","CRC.08.N.RNA","CRC.08.T.RNA","CRC.09.N.RNA","CRC.09.T.RNA","CRC.10.N.RNA","CRC.10.T.RNA","CRC.11.N.RNA","CRC.11.T.RNA","CRC.13.M.RNA","CRC.13.N.RNA","CRC.13.T.RNA"
"ENSG00000269978.1|RP11-338N10.3",6.24416120716631,6.99003883588759,6.60897180431679,6.5261745332631,6.81019637152503,6.62361874779244,6.54515659280295,6.77656736850953,6.44167677225894,6.79252327079497,6.61710002152695,6.61710002152695,6.70174072910186,6.53245931395205,6.24033190662219,6.99386813643171,6.5503667965116,6.6838332465423,6.45857238072529,6.77562766232861,6.90083744604381,6.25104580546452,6.79345945759658
"ENSG00000197241.3|SLC2A7",6.71547784856802,6.3924543310433,6.6319211855452,6.6319211855452,6.6319211855452,6.60822368543999,6.90949343435953,6.37804643683609,6.57749581842795,6.53043636118338,6.88026117508957,6.22767100452176,6.47803750212174,6.62989467748958,6.55396608980566,6.55396608980566,6.88517492734027,6.22275725227105,7.28082229822041,5.82710988139092,7.12334926008766,6.38620714827397,6.38620714827397
"ENSG00000142583.13|SLC2A5",8.79987137755212,10.3262640839732,10.0012986402476,9.00811057424635,10.4615476939654,9.98471749953618,9.61214854149387,9.87409086742933,9.65380338789462,9.47233207363067,9.28592110161702,9.84021435990826,9.60324612430107,9.52288933722421,9.00598015708981,10.1201553044355,8.91827553562828,10.207859925897,9.17999198225542,9.94614347926986,11.0484482010185,9.45309715888099,8.96941154855993
"ENSG00000074800.9|ENO1",13.9789702385535,15.304771938922,16.2377875729302,14.0325576917499,15.0489250995234,15.8315024138517,14.2975460406953,15.1902219096565,13.9251883708254,15.3585538066501,13.9557872320241,15.3279549454514,14.8832950051374,14.4004471723381,13.7855130054074,15.4982291720681,14.2071812418732,15.0765609356023,13.7555435963776,15.5281985810979,16.037294573402,14.1136202555466,15.1683555352549
"ENSG00000215910.3|C1orf167",7.59024839690793,6.62062833224392,6.94056900703371,7.41763360516873,7.08982560467025,7.2242071643127,7.37593610874718,6.8478849438128,7.24731944806426,6.9635572810876,7.18069279516975,7.03018393398211,6.95063109521356,7.2602456339383,7.37727735180548,6.83359937734638,7.20703966088121,7.00383706827066,8.10770622362714,6.10317050552472,7.54667829181607,7.17543316780533,6.72591675725129
"ENSG00000083444.12|PLOD1",11.329318754371,11.7632980377221,12.1306412875819,11.3167268698382,11.7424739138524,11.9975383992764,11.1626283447949,12.0296753272012,11.1894401793727,11.9031766127203,11.3221653448946,11.7704514471985,11.5118442077186,11.5807725843744,10.9749995303747,12.1176172617183,10.4509244756863,12.6416923164068,10.3042662482077,12.7883505438854,12.1634961506801,11.0671006936598,11.9592452269326
"ENSG00000162493.12|PDPN",8.9130030293042,8.72164815734954,8.04072783141424,8.31665537594444,9.31136227469728,7.7578329631627,8.25511548253123,9.65579703636204,8.11279010697648,9.52186107967727,7.82283922111601,9.81181196553774,8.78458325780874,8.85006792884501,8.54304564849276,9.09160553816099,6.35905534474675,11.275595841907,6.76702649366671,10.867624692987,8.3037220916297,7.91442754232982,9.45059584809645
"ENSG00000116731.18|PRDM2",11.5283476589475,11.0470786290996,10.2529422194971,11.5787275579551,11.0872738472355,9.72042505236295,12.00971766651,11.1888009058148,11.3798690062934,11.1955572817537,11.5562766447587,11.0191496432884,11.1047599024472,11.4706663855999,11.6677988556841,10.907627432363,11.1571142516506,11.4183120363965,10.9885917308241,11.586834557223,11.0571847380619,10.8950505472518,10.966708339374
"ENSG00000162438.7|CTRC",7.04430451523016,6.88258421213647,7.31922469878038,7.13544514334341,7.01282664117025,7.44089416116009,7.31697582979458,6.70962649233937,7.15605330071002,6.77083542665662,7.10647541401194,6.8204133133547,7.05612394305457,6.87076478431207,7.41356254445781,6.51332618290883,7.17052295819216,6.75636576917447,7.97026266375184,5.9566260636148,7.86170440784175,6.80289603772615,6.80289603772615
"ENSG00000237301.1|RP4-680D5.2",6.91625009850211,6.64937947617003,7.05862653666565,7.08897025075438,6.61041511454821,7.15055674858787,7.10190668908279,6.50554846429758,7.06242634540751,6.50320322926464,7.06598815919769,6.49964141547446,6.72488536493589,6.84074420973627,6.99960110444218,6.56602847022997,6.90095191000866,6.66467766466349,7.68601971851638,5.87960985615577,7.36796369663477,7.0538114628981,6.33623674243538
"ENSG00000142621.15|FHAD1",7.4380380899202,7.68499953935896,8.30222922121552,7.34834800504058,7.93341479796246,8.3291923040407,7.70718541245578,7.54761430772207,7.66355752170629,7.45948010757288,7.51416485523459,7.60887277404458,7.35713699378504,7.76590063549413,7.58490907739556,7.53812855188362,7.60833135517853,7.51470627410064,8.00671291967491,7.11632470960426,8.75144165956194,7.5258489851795,7.30670137947712
"ENSG00000162461.7|SLC25A34",8.46481293371896,7.87665979770738,7.43926606998537,8.89561771151614,7.59705051945996,7.68956691141159,8.60166365997043,7.64070372957945,8.68360596525041,7.65786676617594,8.59865327294765,7.7428194584787,8.2010890646198,8.14038366680654,8.60788519836835,7.733587533058,8.82629304606145,7.5151796853649,9.06203975582456,7.27943297560179,7.64255172720841,9.06602941019126,7.22335316356181
"ENSG00000162460.6|TMEM82",8.54064409035285,7.8014755893299,8.34845545829414,7.97327089980284,8.02169821729103,7.45325525527168,9.18899539344198,7.70117392667436,8.50669504891246,7.83542463077028,8.79054274785321,7.55157693182954,8.69109649984249,7.65102317984025,8.46713623318006,7.87498344650269,8.80114695514527,7.54097272453747,9.18447605932998,7.15764362035276,8.20220397354998,8.26545360222275,7.87576699961528
"ENSG00000184908.13|CLCNKB",6.43361129913922,6.82850909675125,6.6696857072417,6.90326931731946,6.33805735501869,6.65867861734101,6.8328272532309,6.41950650900793,6.77781208995864,6.48430830593183,6.63106019794524,6.63106019794524,6.69189082331818,6.57022957257229,7.0313944818209,6.23072591406957,6.82900881225603,6.43311158363445,6.92507000441538,6.33705039147509,6.61831162648541,7.37019458942143,5.92250616367301
"ENSG00000173641.13|HSPB7",7.48132313650448,7.21661854460422,6.32199796932962,7.08815268933953,7.59999320694319,6.34313043134451,7.32527843419758,7.34173500007024,7.71168973534078,6.98625194576792,7.69759485504533,7.00034682606338,7.06290207712768,7.63503960398103,7.76663452712236,6.93130715398635,7.41721004497559,7.28073163613312,6.53392754285415,8.16401413825456,6.27147815283675,7.47735376787717,7.26131194489842
"ENSG00000234607.2|RP11-5P18.1",6.31986862311341,6.31986862311341,6.33463444014282,6.48659136633875,6.33463444014282,6.39402149693142,6.51720053582529,6.24463821386769,6.31986862311342,6.31986862311342,6.31986862311342,6.31986862311342,6.44690096909077,6.19283627713608,6.31986862311342,6.31986862311342,6.31986862311342,6.31986862311342,6.73288074551665,5.9068565007102,6.81971306411841,6.16807359125299,6.16807359125299
"ENSG00000117122.9|MFAP2",8.15326963157068,9.02462190324052,7.87159338967877,8.29271644506755,9.04069259052881,7.6681861699042,8.22661284281127,9.31020341255965,7.98151120638241,9.19638032842878,7.85055070628439,9.32734082852681,8.10500735035341,9.07288418445779,8.73701081256235,8.44088072224884,6.67080267533943,10.5070888594718,6.56872644530269,10.6091650895085,8.54155311180881,8.09067310684127,8.57277620662504
"ENSG00000186715.6|MST1L",10.0692939057712,8.80797445188851,9.1405607956582,9.22116080037906,9.02440369144823,8.46303642392023,10.0262170509511,8.89687181261417,9.85112380713064,9.02614455052907,11.3909898250087,7.48627853265097,9.34905693310144,9.52821142455827,9.03428970060633,9.84297865705338,9.86810898571554,9.00915937194417,10.5882589193256,8.28900943833406,7.92297356989893,10.4054655224657,9.05768619512084
"ENSG00000230239.1|RP11-108M9.2",6.32736944612067,6.32736944612067,6.33869563266662,6.60165029500352,6.33869563266662,6.47783538892596,6.56494934674256,6.23625682466823,6.32736944612068,6.32736944612068,6.32736944612068,6.32736944612068,6.47399085095253,6.18074804128883,6.32736944612068,6.32736944612068,6.40608462182876,6.2486542704126,6.71733548789956,5.93740340434179,7.05637698269363,6.11133228882156,6.11133228882156
"ENSG00000238142.1|RP11-108M9.4",7.87190360424869,7.90170103586218,7.21721443230395,8.31531376319519,7.58823838142592,7.51053876014848,7.79424591366005,7.81598190311652,8.16595113345241,7.60765350665846,8.31576156604375,7.45784307406713,7.58782066814179,8.18578397196909,7.77105077082557,8.0025538692853,7.99495819172312,7.77864644838775,7.86303457527363,7.91057006483724,7.31373261799011,7.89618718337936,7.91084677555559
"ENSG00000207005.1|RNU1-2",6.96772743102088,6.65827447942288,6.70974797767604,6.82778789518378,6.78126266850299,6.59520934154234,7.01591477503971,6.70767442478077,6.82911441183043,6.79688749861335,7.00963864222558,6.6163632682182,6.9083141266131,6.71768778383067,6.91341812621447,6.71258378422931,6.96628006265648,6.65972184778729,7.01371304933084,6.61228886111293,6.77343257353875,6.73136633651475,6.81399963130932
